ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2020-04-01 00:00:00,0,10,10,0.0,1.0,6.0,1.0,2.0,1.0,3,2,4,0,4,0,5.8,177.5,135.0,348.0,5.8,3.0,8.18,roster,0,26.0,25.0,0.2407,13.01,1.2857,0.25,0.2445,2.6,21.45,3.47,0.0,8.09,8.7
2020-04-01 01:00:00,1,11,11,0.0,1.0,7.0,1.0,2.0,1.0,3,3,4,0,4,0,6.8,237.5,195.0,408.0,6.8,3.0,8.18,roster,0,29.0,27.5,0.2685,16.55,1.6919,0.275,0.3667,2.6364,23.6,3.47,0.0,9.49,10.2
2020-04-01 02:00:00,2,14,14,0.0,1.0,10.0,1.0,2.0,1.0,3,3,4,0,4,0,7.8,297.5,255.0,468.0,7.8,3.0,8.18,roster,0,38.0,35.0,0.3519,24.38,1.9455,0.35,0.3667,2.7143,30.03,3.47,0.0,10.88,11.7
2020-04-01 03:00:00,3,17,17,0.0,1.0,13.0,1.0,2.0,1.0,5,4,4,0,4,0,8.8,357.5,315.0,528.0,8.8,3.0,8.18,roster,0,47.0,42.5,0.4352,32.21,2.5269,0.425,0.489,2.7647,36.46,3.47,0.0,12.28,13.2
2020-04-01 04:00:00,4,16,16,0.0,1.0,12.0,1.0,2.0,1.0,0,0,6,0,6,0,9.8,355.0,104.0,460.0,9.8,3.0,8.18,roster,0,44.0,40.0,0.4314,30.22,1.1,0.4,0.0,2.75,34.32,5.21,0.0,10.7,11.5
2020-04-01 05:00:00,5,17,17,0.0,1.0,12.0,1.0,3.0,1.0,2,2,6,0,6,0,10.8,415.0,164.0,520.0,10.8,3.0,8.18,roster,0,45.0,42.5,0.4412,33.76,1.7722,0.425,0.2445,2.6471,36.46,5.21,0.0,12.09,13.0
2020-04-01 06:00:00,6,12,12,0.0,1.0,10.0,1.0,0.0,1.0,0,0,7,0,7,0,11.8,455.0,197.0,580.0,11.8,3.0,8.18,roster,0,36.0,30.0,0.3636,25.3,0.9,0.3,0.0,3.0,25.74,6.08,0.0,13.49,14.5
2020-04-01 07:00:00,7,12,12,0.0,1.0,10.0,1.0,0.0,1.0,1,0,7,0,7,0,12.8,515.0,257.0,640.0,12.8,3.0,8.18,roster,0,36.0,30.0,0.3636,26.7,0.9,0.3,0.0,3.0,25.74,6.08,0.0,14.88,16.0
2020-04-01 08:00:00,8,14,14,0.0,1.0,12.0,1.0,0.0,1.0,5,4,7,0,7,0,13.8,575.0,317.0,700.0,13.8,3.0,7.74,roster,0,42.0,35.0,0.4242,32.38,2.6004,0.35,0.5168,3.0,30.03,6.08,0.0,16.28,17.5
2020-04-01 09:00:00,9,14,14,0.0,0.0,11.0,3.0,0.0,1.0,6,6,3,0,3,0,14.8,760.0,404.0,888.0,14.8,3.0,7.74,roster,0,39.0,35.0,0.3514,33.28,3.1345,0.35,0.7752,2.7857,30.03,2.6,0.0,20.65,22.2
2020-04-01 10:00:00,10,16,16,1.0,1.0,11.0,3.0,0.0,1.0,6,6,2,0,2,0,15.8,706.0,464.0,948.0,15.8,4.0,11.0,roster,0,48.0,40.0,0.3158,38.1,2.8364,0.4,0.5455,3.0,34.32,1.74,0.0,22.04,23.7
2020-04-01 11:00:00,11,15,15,1.0,1.0,11.0,2.0,0.0,1.0,4,3,3,0,3,0,8.933,74.0,69.0,524.0,8.733,4.0,11.0,roster,0,46.0,37.5,0.3108,26.96,1.9864,0.375,0.2727,3.0667,32.17,2.6,0.0,12.18,13.1
2020-04-01 12:00:00,12,18,18,1.0,3.0,11.0,3.0,0.0,1.0,7,7,2,0,2,0,4.483,100.5,72.0,129.0,2.15,4.0,11.0,roster,0,56.0,45.0,0.3684,23.35,3.3798,0.45,0.6364,3.1111,38.61,1.74,0.0,3.0,3.225
2020-04-01 13:00:00,13,11,11,1.0,1.0,8.0,1.0,0.0,1.0,2,2,3,0,3,0,5.483,132.0,97.0,189.0,3.15,4.0,11.0,roster,0,35.0,27.5,0.2365,10.59,1.4535,0.275,0.1818,3.1818,23.6,2.6,0.0,4.39,4.725
