ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2024-07-01 00:00:00,0,47,47,1.0,9.0,33.0,4.0,0.0,1.0,7,8,26,0,26,0,37.1,1556.0,736.0,1667.0,37.1,3.0,6.91,roster,0,148.0,117.5,3.5238,142.15,7.3457,1.175,1.1577,3.1489,100.82,22.58,0.0,38.76,41.675
2024-07-01 01:00:00,1,43,43,1.0,8.0,31.0,3.0,0.0,1.0,7,7,27,0,27,0,38.1,1607.0,793.0,1727.0,38.1,3.0,6.91,roster,0,136.0,107.5,3.4872,135.83,6.604,1.075,1.013,3.1628,92.24,23.44,0.0,40.15,43.175
2024-07-01 02:00:00,2,44,44,1.0,9.0,31.0,3.0,0.0,1.0,6,5,27,0,27,0,39.1,1667.0,853.0,1787.0,39.1,3.0,6.91,roster,0,140.0,110.0,3.5897,139.37,5.8023,1.1,0.7236,3.1818,94.38,23.44,0.0,41.55,44.675
2024-07-01 03:00:00,3,41,41,1.0,11.0,26.0,3.0,0.0,1.0,6,5,27,1,28,1,40.1,1687.0,913.0,1847.0,40.1,3.0,6.91,roster,0,133.0,102.5,3.6944,148.6,5.6723,1.025,0.7236,3.2439,87.94,24.31,13.4,42.94,46.175
2024-07-01 04:00:00,4,41,41,2.0,11.0,26.0,2.0,0.0,1.0,3,2,30,1,31,1,41.1,1346.0,532.0,1895.0,41.1,3.0,6.91,roster,0,136.0,102.5,5.037,152.32,4.3601,1.025,0.2894,3.3171,87.94,26.92,13.4,44.06,47.375
2024-07-01 05:00:00,5,41,41,2.0,11.0,26.0,2.0,0.0,1.0,1,1,31,1,32,1,42.1,1352.5,592.0,1955.0,42.1,3.0,6.91,roster,0,136.0,102.5,5.6667,154.58,3.88,1.025,0.1447,3.3171,87.94,27.79,13.4,45.45,48.875
2024-07-01 06:00:00,6,44,44,2.0,10.0,29.0,3.0,0.0,1.0,5,5,31,0,31,0,43.1,1466.0,652.0,2015.0,43.1,3.0,6.91,roster,0,143.0,110.0,5.2963,148.15,5.9267,1.1,0.7236,3.25,94.38,26.92,0.0,46.85,50.375
2024-07-01 07:00:00,7,44,44,2.0,9.0,31.0,2.0,0.0,1.0,7,7,32,0,32,0,44.1,1472.5,712.0,2075.0,44.1,3.0,6.91,roster,0,143.0,110.0,5.9583,150.41,6.8673,1.1,1.013,3.25,94.38,27.79,0.0,48.24,51.875
2024-07-01 08:00:00,8,53,53,3.0,12.0,36.0,2.0,0.0,1.0,11,11,33,0,33,0,45.1,1479.0,725.0,2119.0,45.1,3.0,6.7,roster,0,175.0,132.5,8.3333,171.61,9.796,1.325,1.6418,3.3019,113.68,28.65,0.0,49.27,52.975
2024-07-01 09:00:00,9,54,54,3.0,13.0,36.0,2.0,0.0,1.0,8,8,35,1,36,1,46.1,1403.5,548.0,2179.0,46.1,3.0,6.7,roster,0,179.0,135.0,14.9167,191.15,8.433,1.35,1.194,3.3148,115.83,31.26,13.4,50.66,54.475
2024-07-01 10:00:00,10,58,58,3.0,15.0,37.0,3.0,0.0,1.0,9,9,35,2,37,2,47.1,1336.0,408.0,2188.0,47.1,4.0,9.95,roster,0,192.0,145.0,16.0,214.21,7.7943,1.45,0.9045,3.3103,124.41,32.13,26.8,50.87,54.7
2024-07-01 11:00:00,11,56,56,3.0,15.0,35.0,3.0,0.0,1.0,10,7,36,2,38,2,48.1,1172.0,208.0,2229.0,48.1,4.0,9.95,roster,0,186.0,140.0,23.25,211.74,6.9867,1.4,0.7035,3.3214,120.12,33.0,26.8,51.82,55.725
2024-07-01 12:00:00,12,55,55,2.0,13.0,38.0,2.0,0.0,1.0,10,9,34,2,36,2,49.1,684.0,188.0,2187.0,49.1,4.0,9.95,roster,0,180.0,137.5,11.25,206.88,7.4603,1.375,0.9045,3.2727,117.98,31.26,26.8,50.85,54.675
2024-07-01 13:00:00,13,57,57,2.0,14.0,39.0,2.0,0.0,1.0,6,5,37,4,41,4,50.1,429.0,205.0,1713.0,50.1,4.0,9.95,roster,0,187.0,142.5,46.75,231.29,6.3236,1.425,0.5025,3.2807,122.26,35.6,53.6,39.83,42.825
2024-07-01 14:00:00,14,64,64,3.0,15.0,44.0,2.0,0.0,1.0,16,14,34,4,38,4,48.3,465.0,262.0,1576.0,48.3,4.0,9.95,roster,0,211.0,160.0,26.375,240.52,9.9138,1.6,1.407,3.2969,137.28,33.0,53.6,36.64,39.4
2024-07-01 15:00:00,15,52,52,2.0,9.0,39.0,2.0,0.0,1.0,6,6,32,2,34,2,47.2,446.0,265.0,1633.0,47.2,4.0,9.95,roster,0,167.0,130.0,6.9583,185.83,6.1116,1.3,0.603,3.2115,111.54,29.52,26.8,37.97,40.825
2024-07-01 16:00:00,16,53,53,2.0,11.0,39.0,1.0,0.0,1.0,9,8,30,3,33,3,42.9,421.0,293.0,1268.0,42.9,4.0,9.95,roster,0,173.0,132.5,6.1786,192.02,6.9494,1.325,0.804,3.2642,113.68,28.65,40.2,29.48,31.7
2024-07-01 17:00:00,17,55,55,2.0,11.0,39.0,3.0,0.0,1.0,7,6,31,4,35,4,43.9,456.0,230.0,1328.0,43.9,4.0,9.95,roster,0,177.0,137.5,8.85,212.84,6.3656,1.375,0.603,3.2182,117.98,30.39,53.6,30.88,33.2
2024-07-01 18:00:00,18,54,54,4.0,10.0,39.0,1.0,0.0,1.0,9,9,30,3,33,3,44.9,541.0,380.0,1388.0,44.9,4.0,9.95,roster,0,179.0,135.0,6.3929,196.96,7.4733,1.35,0.9045,3.3148,115.83,28.65,40.2,32.27,34.7
2024-07-01 19:00:00,19,53,53,4.0,10.0,35.0,4.0,0.0,1.0,8,8,31,4,35,4,45.9,574.0,307.0,1218.0,45.9,4.0,9.95,roster,0,173.0,132.5,8.65,205.99,6.9494,1.325,0.804,3.2642,113.68,30.39,53.6,28.32,30.45
2024-07-01 20:00:00,20,60,60,4.0,13.0,35.0,8.0,0.0,1.0,14,14,30,6,36,6,46.9,606.5,323.0,1008.0,46.9,4.0,10.02,roster,0,193.0,150.0,12.0625,243.8,9.3193,1.5,1.3972,3.2167,128.7,31.26,80.4,23.44,25.2
2024-07-01 21:00:00,21,65,65,3.0,14.0,42.0,6.0,0.0,1.0,13,14,33,4,37,4,47.9,595.0,238.0,909.0,47.9,4.0,10.02,roster,0,209.0,162.5,17.4167,226.29,9.7176,1.625,1.3972,3.2154,139.42,32.13,53.6,21.13,22.725
2024-07-01 22:00:00,22,61,61,3.0,14.0,38.0,6.0,0.0,1.0,7,7,35,3,38,3,48.083,636.5,235.0,921.0,48.083,3.0,6.77,roster,0,197.0,152.5,32.8333,205.45,8.2642,1.525,1.034,3.2295,130.84,33.0,40.2,21.41,23.025
2024-07-01 23:00:00,23,63,63,3.0,14.0,33.0,11.0,2.0,1.0,16,16,33,2,35,2,47.45,713.0,311.0,981.0,47.45,3.0,6.77,roster,0,194.0,157.5,12.9333,195.13,12.1277,1.575,2.3634,3.0794,135.14,30.39,26.8,22.81,24.525
2024-07-02 00:00:00,0,69,69,3.0,16.0,36.0,11.0,3.0,1.0,13,14,35,2,37,2,48.45,740.0,309.0,993.0,48.45,3.0,6.77,roster,0,212.0,172.5,23.5556,210.02,11.6537,1.725,2.0679,3.0725,148.0,32.13,26.8,23.09,24.825
2024-07-02 01:00:00,1,68,68,3.0,14.0,39.0,8.0,4.0,1.0,10,9,36,2,38,2,49.45,755.0,362.0,1053.0,49.45,3.0,6.77,roster,0,208.0,170.0,34.6667,210.14,9.2664,1.7,1.3294,3.0588,145.86,33.0,26.8,24.48,26.325
2024-07-02 02:00:00,2,56,56,2.0,15.0,35.0,4.0,0.0,1.0,2,2,35,1,36,1,50.45,876.5,429.0,1161.0,50.45,3.0,6.77,roster,0,183.0,140.0,15.25,171.77,5.5404,1.4,0.2954,3.2679,120.12,31.26,13.4,26.99,29.025
2024-07-02 03:00:00,3,48,48,2.0,14.0,30.0,2.0,0.0,1.0,2,2,34,0,34,0,51.45,954.0,551.0,1221.0,51.45,3.0,6.77,roster,0,160.0,120.0,8.8889,140.87,4.9847,1.2,0.2954,3.3333,102.96,29.52,0.0,28.39,30.525
2024-07-02 04:00:00,4,48,48,2.0,13.0,32.0,1.0,0.0,1.0,4,4,35,0,35,0,52.45,1013.0,516.0,1281.0,52.45,3.0,6.77,roster,0,160.0,120.0,10.6667,143.13,5.9695,1.2,0.5908,3.3333,102.96,30.39,0.0,29.78,32.025
