ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2025-09-01 00:00:00,0,28,28,1.0,4.0,20.0,3.0,0.0,1.0,6,6,13,1,14,1,35.0,400.5,107.0,575.0,35.0,3.0,6.38,roster,0,87.0,70.0,1.1154,78.99,5.0971,0.7,0.9404,3.1071,60.06,12.16,13.4,13.37,14.375
2025-09-01 01:00:00,1,26,26,2.0,4.0,18.0,2.0,0.0,1.0,6,5,13,1,14,1,36.0,460.5,167.0,635.0,36.0,3.0,6.38,roster,0,84.0,65.0,1.0769,76.09,4.632,0.65,0.7837,3.2308,55.77,12.16,13.4,14.76,15.875
2025-09-01 02:00:00,2,25,25,2.0,4.0,18.0,1.0,0.0,1.0,1,1,13,2,15,2,37.0,489.0,215.0,695.0,37.0,3.0,6.38,roster,0,82.0,62.5,1.0933,89.61,2.5641,0.625,0.1567,3.28,53.62,13.02,26.8,16.16,17.375
2025-09-01 03:00:00,3,26,26,2.0,4.0,20.0,0.0,0.0,1.0,6,5,13,1,14,1,38.0,580.5,287.0,755.0,38.0,3.0,6.38,roster,0,86.0,65.0,1.1026,78.88,4.7422,0.65,0.7837,3.3077,55.77,12.16,13.4,17.55,18.875
2025-09-01 04:00:00,4,24,24,2.0,5.0,17.0,0.0,0.0,1.0,1,1,15,0,15,0,39.0,609.0,326.0,815.0,39.0,3.0,6.38,roster,0,81.0,60.0,1.08,63.45,2.554,0.6,0.1567,3.375,51.48,13.02,0.0,18.95,20.375
2025-09-01 05:00:00,5,27,27,2.0,6.0,19.0,0.0,0.0,1.0,4,4,15,0,15,0,40.0,669.0,386.0,875.0,40.0,3.0,6.38,roster,0,91.0,67.5,1.2133,71.28,4.3881,0.675,0.627,3.3704,57.92,13.02,0.0,20.34,21.875
2025-09-01 06:00:00,6,28,28,2.0,6.0,20.0,0.0,0.0,1.0,3,2,16,0,16,0,41.0,720.0,446.0,935.0,41.0,3.0,6.38,roster,0,94.0,70.0,1.3056,75.69,3.4024,0.7,0.3135,3.3571,60.06,13.89,0.0,21.74,23.375
2025-09-01 07:00:00,7,28,28,2.0,6.0,20.0,0.0,0.0,1.0,3,3,17,0,17,0,42.0,771.0,503.0,978.0,42.0,3.0,6.38,roster,0,94.0,70.0,1.3623,77.56,3.9286,0.7,0.4702,3.3571,60.06,14.76,0.0,22.74,24.45
2025-09-01 08:00:00,8,28,28,2.0,6.0,20.0,0.0,0.0,1.0,4,1,17,0,17,0,43.0,831.0,563.0,1038.0,43.0,3.0,6.82,roster,0,94.0,70.0,1.3623,78.95,2.8422,0.7,0.1466,3.3571,60.06,14.76,0.0,24.13,25.95
2025-09-01 09:00:00,9,28,28,2.0,7.0,19.0,0.0,0.0,1.0,4,4,17,0,17,0,44.0,891.0,623.0,1098.0,44.0,3.0,6.82,roster,0,95.0,70.0,1.3768,80.35,4.3649,0.7,0.5865,3.3929,60.06,14.76,0.0,25.53,27.45
