ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2021-01-01 00:00:00,0,17,17,0.0,2.0,15.0,0.0,0.0,1.0,6,6,5,0,5,0,19.233,167.0,106.0,179.0,19.233,3.0,6.8,roster,0,53.0,42.5,0.5048,24.97,4.0759,0.425,0.8824,3.1176,36.46,4.34,0.0,4.16,4.475
2021-01-01 01:00:00,1,22,22,0.0,2.0,20.0,0.0,0.0,1.0,9,9,6,1,7,1,20.233,166.0,116.0,239.0,20.233,3.0,6.8,roster,0,68.0,55.0,0.6869,52.22,5.7909,0.55,1.3235,3.0909,47.19,6.08,13.4,5.56,5.975
2021-01-01 02:00:00,2,21,21,0.0,3.0,18.0,0.0,0.0,1.0,4,4,6,1,7,1,21.233,226.0,176.0,299.0,21.233,3.0,6.8,roster,0,66.0,52.5,0.6667,51.47,3.4987,0.525,0.5882,3.1429,45.04,6.08,13.4,6.95,7.475
2021-01-01 03:00:00,3,15,15,0.0,3.0,12.0,0.0,0.0,1.0,0,0,7,0,7,0,22.233,286.0,202.0,359.0,22.233,3.0,6.8,roster,0,48.0,37.5,0.4848,26.6,1.2,0.375,0.0,3.2,32.17,6.08,0.0,8.35,8.975
2021-01-01 04:00:00,4,14,14,0.0,3.0,10.0,1.0,0.0,1.0,1,1,6,0,6,0,23.233,376.5,262.0,419.0,23.233,3.0,6.8,roster,0,44.0,35.0,0.4314,24.98,1.5622,0.35,0.1471,3.1429,30.03,5.21,0.0,9.74,10.475
2021-01-01 05:00:00,5,17,17,0.0,3.0,13.0,1.0,0.0,1.0,5,4,6,0,6,0,24.233,436.5,322.0,479.0,24.233,3.0,6.8,roster,0,53.0,42.5,0.5196,32.81,3.1589,0.425,0.5882,3.1176,36.46,5.21,0.0,11.14,11.975
2021-01-01 06:00:00,6,17,17,0.0,2.0,14.0,1.0,0.0,1.0,2,2,7,0,7,0,25.233,466.0,265.0,539.0,25.233,3.0,6.8,roster,0,52.0,42.5,0.5253,35.07,2.1997,0.425,0.2941,3.0588,36.46,6.08,0.0,12.53,13.475
2021-01-01 07:00:00,7,18,18,0.0,2.0,15.0,1.0,0.0,1.0,5,4,7,0,7,0,26.233,526.0,325.0,599.0,26.233,3.0,6.8,roster,0,55.0,45.0,0.5556,38.61,3.1724,0.45,0.5882,3.0556,38.61,6.08,0.0,13.93,14.975
2021-01-01 08:00:00,8,16,16,0.0,1.0,14.0,1.0,0.0,1.0,2,1,9,0,9,0,27.233,502.0,225.0,647.0,27.233,3.0,8.12,roster,0,48.0,40.0,0.5161,37.18,1.5695,0.4,0.1232,3.0,34.32,7.81,0.0,15.04,16.175
2021-01-01 09:00:00,9,16,16,1.0,0.0,14.0,1.0,0.0,1.0,6,5,6,0,6,0,28.233,215.5,122.0,445.0,28.233,3.0,8.12,roster,0,49.0,40.0,0.4804,29.88,3.1108,0.4,0.6158,3.0625,34.32,5.21,0.0,10.35,11.125
2021-01-01 10:00:00,10,14,14,1.0,0.0,12.0,0.0,1.0,1.0,4,3,6,1,7,1,29.233,182.0,88.0,505.0,29.233,4.0,11.37,roster,0,42.0,35.0,0.3182,41.25,1.8416,0.35,0.2639,3.0,30.03,6.08,13.4,11.74,12.625
2021-01-01 11:00:00,11,12,12,0.0,0.0,12.0,0.0,0.0,1.0,6,5,3,0,3,0,25.35,242.0,67.0,565.0,9.417,4.0,11.37,roster,0,36.0,30.0,0.2432,21.48,2.2193,0.3,0.4398,3.0,25.74,2.6,0.0,13.14,14.125
2021-01-01 12:00:00,12,14,14,0.0,1.0,12.0,1.0,0.0,1.0,8,8,3,0,3,0,26.35,127.0,109.0,302.0,5.033,4.0,11.37,roster,0,42.0,35.0,0.2838,19.66,3.1608,0.35,0.7036,3.0,30.03,2.6,0.0,7.02,7.55
2021-01-01 13:00:00,13,20,20,1.0,1.0,16.0,2.0,0.0,1.0,9,9,4,0,4,0,27.35,127.0,85.0,187.0,3.117,4.0,11.37,roster,0,61.0,50.0,0.4236,30.72,3.9392,0.5,0.7916,3.05,42.9,3.47,0.0,4.35,4.675
2021-01-01 14:00:00,14,15,15,0.0,0.0,14.0,1.0,0.0,1.0,3,2,3,0,3,0,28.35,121.0,106.0,229.0,3.817,4.0,11.37,roster,0,44.0,37.5,0.2973,20.1,1.616,0.375,0.1759,2.9333,32.17,2.6,0.0,5.32,5.725
2021-01-01 15:00:00,15,17,17,0.0,0.0,14.0,2.0,1.0,1.0,9,7,1,0,1,0,29.35,166.0,166.0,166.0,2.767,4.0,11.37,roster,0,47.0,42.5,0.3013,21.19,2.8771,0.425,0.6157,2.7647,36.46,0.87,0.0,3.86,4.15
2021-01-01 16:00:00,16,16,16,0.0,1.0,12.0,2.0,1.0,1.0,5,5,3,0,3,0,30.35,79.0,66.0,109.0,1.817,4.0,11.37,roster,0,45.0,40.0,0.3041,19.46,2.3618,0.4,0.4398,2.8125,34.32,2.6,0.0,2.53,2.725
