ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2024-06-01 00:00:00,0,43,43,2.0,12.0,22.0,6.0,1.0,1.0,5,5,26,2,28,2,62.083,555.5,284.0,830.0,62.083,3.0,6.63,roster,0,137.0,107.5,3.8056,142.65,5.8278,1.075,0.7541,3.186,92.24,24.31,26.8,19.3,20.75
2024-06-01 01:00:00,1,43,43,2.0,13.0,22.0,6.0,0.0,1.0,7,5,26,2,28,2,63.083,615.5,344.0,890.0,63.083,3.0,6.63,roster,0,140.0,107.5,3.8889,144.04,5.9554,1.075,0.7541,3.2558,92.24,24.31,26.8,20.69,22.25
2024-06-01 02:00:00,2,41,41,1.0,14.0,23.0,3.0,0.0,1.0,4,4,27,1,28,1,64.083,675.5,404.0,950.0,64.083,3.0,6.63,roster,0,136.0,102.5,3.7778,127.75,5.4013,1.025,0.6033,3.3171,87.94,24.31,13.4,22.09,23.75
2024-06-01 03:00:00,3,36,36,1.0,12.0,21.0,2.0,0.0,1.0,1,1,28,0,28,0,65.083,735.5,455.0,1010.0,65.083,3.0,6.63,roster,0,120.0,90.0,3.3333,105.02,3.5028,0.9,0.1508,3.3333,77.22,24.31,0.0,23.48,25.25
2024-06-01 04:00:00,4,39,39,1.0,12.0,23.0,3.0,0.0,1.0,3,3,28,0,28,0,66.083,795.5,515.0,1070.0,66.083,3.0,6.63,roster,0,128.0,97.5,3.5556,112.85,4.6851,0.975,0.4525,3.2821,83.66,24.31,0.0,24.88,26.75
2024-06-01 05:00:00,5,40,40,1.0,11.0,25.0,3.0,0.0,1.0,5,5,28,0,28,0,67.083,855.5,575.0,1130.0,67.083,3.0,6.63,roster,0,130.0,100.0,3.6111,116.39,5.701,1.0,0.7541,3.25,85.8,24.31,0.0,26.27,28.25
2024-06-01 06:00:00,6,37,37,2.0,11.0,21.0,3.0,0.0,1.0,1,1,28,0,28,0,68.083,915.5,635.0,1190.0,68.083,3.0,6.63,roster,0,123.0,92.5,3.4167,111.35,3.5764,0.925,0.1508,3.3243,79.36,24.31,0.0,27.67,29.75
2024-06-01 07:00:00,7,36,36,2.0,11.0,21.0,2.0,0.0,1.0,1,1,28,1,29,1,69.083,963.0,638.0,1240.0,69.083,3.0,6.63,roster,0,121.0,90.0,3.6667,124.63,3.532,0.9,0.1508,3.3611,77.22,25.18,13.4,28.83,31.0
2024-06-01 08:00:00,8,36,36,1.0,11.0,22.0,2.0,0.0,1.0,5,4,28,0,28,0,70.083,1035.5,755.0,1310.0,70.083,3.0,6.43,roster,0,119.0,90.0,3.3056,111.99,5.0313,0.9,0.6221,3.3056,77.22,24.31,0.0,30.46,32.75
2024-06-01 09:00:00,9,35,35,1.0,11.0,21.0,2.0,0.0,1.0,4,3,27,0,27,0,71.083,1083.0,676.0,1370.0,71.083,3.0,6.43,roster,0,116.0,87.5,2.9744,110.37,4.4463,0.875,0.4666,3.3143,75.08,23.44,0.0,31.85,34.25
2024-06-01 10:00:00,10,34,34,1.0,10.0,21.0,2.0,0.0,1.0,5,5,24,0,24,0,72.083,1125.0,779.0,1430.0,72.083,4.0,10.13,roster,0,112.0,85.0,1.75,107.02,4.4259,0.85,0.4936,3.2941,72.93,20.84,0.0,33.25,35.75
2024-06-01 11:00:00,11,26,26,0.0,5.0,19.0,2.0,0.0,1.0,4,4,15,0,15,0,73.083,1010.0,572.0,1480.0,73.083,4.0,10.13,roster,0,81.0,65.0,0.81,83.2,3.2552,0.65,0.3949,3.1154,55.77,13.02,0.0,34.41,37.0
2024-06-01 12:00:00,12,25,25,0.0,4.0,20.0,1.0,0.0,1.0,8,7,10,0,10,0,44.65,799.0,601.0,1540.0,44.65,4.0,10.13,roster,0,78.0,62.5,0.65,78.11,4.106,0.625,0.691,3.12,53.62,8.68,0.0,35.8,38.5
2024-06-01 13:00:00,13,23,23,1.0,4.0,16.0,2.0,0.0,1.0,6,6,9,0,9,0,45.65,692.0,303.0,959.0,45.65,4.0,10.13,roster,0,73.0,57.5,0.5887,59.45,3.7049,0.575,0.5923,3.1739,49.33,7.81,0.0,22.3,23.975
2024-06-01 14:00:00,14,23,23,1.0,5.0,14.0,2.0,1.0,1.0,11,9,9,0,9,0,46.65,752.0,171.0,1019.0,46.65,4.0,10.13,roster,0,72.0,57.5,0.5806,60.84,4.5812,0.575,0.8885,3.1304,49.33,7.81,0.0,23.69,25.475
2024-06-01 15:00:00,15,23,23,2.0,5.0,15.0,0.0,1.0,1.0,10,9,6,0,6,0,28.667,509.0,166.0,1079.0,28.667,4.0,10.13,roster,0,76.0,57.5,0.5588,59.63,4.8357,0.575,0.8885,3.3043,49.33,5.21,0.0,25.09,26.975
2024-06-01 16:00:00,16,29,29,2.0,5.0,21.0,1.0,0.0,1.0,11,11,8,0,8,0,29.667,246.0,154.0,1139.0,29.667,4.0,10.13,roster,0,95.0,72.5,0.7422,75.63,5.9322,0.725,1.0859,3.2759,62.2,6.95,0.0,26.48,28.475
