ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2022-10-01 00:00:00,0,26,26,1.0,5.0,19.0,0.0,1.0,1.0,5,4,8,0,8,0,13.9,171.5,114.0,778.0,13.9,3.0,7.01,roster,0,83.0,65.0,0.8646,60.8,3.8966,0.65,0.5706,3.1923,55.77,6.95,0.0,18.09,19.45
2022-10-01 01:00:00,1,25,25,1.0,5.0,18.0,0.0,1.0,1.0,4,2,10,0,10,0,14.9,196.0,123.0,325.0,14.9,3.0,7.01,roster,0,80.0,62.5,0.8889,49.86,2.913,0.625,0.2853,3.2,53.62,8.68,0.0,7.56,8.125
2022-10-01 02:00:00,2,25,25,1.0,4.0,20.0,0.0,0.0,1.0,4,2,11,0,11,0,15.9,234.0,172.0,385.0,15.9,3.0,7.01,roster,0,81.0,62.5,0.931,52.13,2.9494,0.625,0.2853,3.24,53.62,9.55,0.0,8.95,9.625
2022-10-01 03:00:00,3,23,23,1.0,4.0,18.0,0.0,0.0,1.0,2,2,11,0,11,0,16.9,294.0,232.0,445.0,16.9,3.0,7.01,roster,0,75.0,57.5,0.8621,49.23,2.8053,0.575,0.2853,3.2609,49.33,9.55,0.0,10.35,11.125
2022-10-01 04:00:00,4,27,27,1.0,4.0,22.0,0.0,0.0,1.0,7,6,11,0,11,0,17.9,350.0,270.0,505.0,17.9,3.0,7.01,roster,0,87.0,67.5,1.0,59.21,4.933,0.675,0.8559,3.2222,57.92,9.55,0.0,11.74,12.625
2022-10-01 05:00:00,5,27,27,1.0,4.0,22.0,0.0,0.0,1.0,2,2,13,0,13,0,18.9,363.0,289.0,485.0,18.9,3.0,7.01,roster,0,87.0,67.5,1.0741,60.48,3.0943,0.675,0.2853,3.2222,57.92,11.29,0.0,11.28,12.125
2022-10-01 06:00:00,6,32,32,1.0,4.0,26.0,0.0,1.0,1.0,6,6,14,0,14,0,19.9,417.5,216.0,545.0,19.9,3.0,7.01,roster,0,100.0,80.0,1.2821,73.47,5.1748,0.8,0.8559,3.125,68.64,12.16,0.0,12.67,13.625
2022-10-01 07:00:00,7,29,29,1.0,4.0,24.0,0.0,0.0,1.0,1,1,14,0,14,0,20.9,477.5,276.0,605.0,20.9,3.0,7.01,roster,0,93.0,72.5,1.1923,68.43,2.7825,0.725,0.1427,3.2069,62.2,12.16,0.0,14.07,15.125
2022-10-01 08:00:00,8,27,27,1.0,4.0,22.0,0.0,0.0,1.0,3,1,14,0,14,0,21.9,537.5,336.0,665.0,21.9,3.0,6.96,roster,0,87.0,67.5,1.1154,65.53,2.638,0.675,0.1437,3.2222,57.92,12.16,0.0,15.46,16.625
2022-10-01 09:00:00,9,28,28,1.0,4.0,22.0,1.0,0.0,1.0,9,6,11,0,11,0,21.967,592.0,358.0,725.0,21.967,3.0,6.96,roster,0,89.0,70.0,1.023,66.47,4.9651,0.7,0.8621,3.1786,60.06,9.55,0.0,16.86,18.125
2022-10-01 10:00:00,10,31,31,0.0,6.0,25.0,0.0,0.0,1.0,13,11,8,1,9,1,22.967,456.0,370.0,710.0,22.967,4.0,10.32,roster,0,99.0,77.5,0.7984,84.22,5.879,0.775,1.0659,3.1935,66.5,7.81,13.4,16.51,17.75
2022-10-01 11:00:00,11,37,37,0.0,8.0,29.0,0.0,0.0,1.0,13,12,10,1,11,1,23.967,430.0,119.0,770.0,23.967,4.0,10.32,roster,0,119.0,92.5,1.0259,100.22,6.7148,0.925,1.1628,3.2162,79.36,9.55,13.4,17.9,19.25
2022-10-01 12:00:00,12,44,44,0.0,7.0,32.0,5.0,0.0,1.0,18,18,11,1,12,1,24.967,180.5,132.0,772.0,24.967,4.0,10.32,roster,0,134.0,110.0,1.1964,116.15,8.6618,1.1,1.7442,3.0455,94.38,10.42,13.4,17.95,19.3
