ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2020-07-01 00:00:00,0,15,15,0.0,0.0,14.0,1.0,0.0,1.0,8,6,3,0,3,0,9.45,201.0,63.0,205.0,3.417,3.0,6.6,roster,0,44.0,37.5,0.3964,19.55,3.7667,0.375,0.9091,2.9333,32.17,2.6,0.0,4.77,5.125
2020-07-01 01:00:00,1,18,18,0.0,0.0,16.0,2.0,0.0,1.0,4,5,3,0,3,0,10.45,261.0,123.0,265.0,4.417,3.0,6.6,roster,0,52.0,45.0,0.4685,27.38,3.4886,0.45,0.7576,2.8889,38.61,2.6,0.0,6.16,6.625
2020-07-01 02:00:00,2,14,14,0.0,0.0,12.0,2.0,0.0,1.0,1,2,3,0,3,0,11.45,321.0,183.0,325.0,5.417,3.0,6.6,roster,0,40.0,35.0,0.3604,20.19,1.8658,0.35,0.303,2.8571,30.03,2.6,0.0,7.56,8.125
2020-07-01 03:00:00,3,12,12,0.0,0.0,10.0,2.0,0.0,1.0,0,0,3,0,3,0,12.45,381.0,243.0,385.0,6.417,3.0,6.6,roster,0,34.0,30.0,0.3063,17.3,0.85,0.3,0.0,2.8333,25.74,2.6,0.0,8.95,9.625
2020-07-01 04:00:00,4,16,16,0.0,0.0,14.0,2.0,0.0,1.0,4,4,3,0,3,0,13.45,441.0,303.0,445.0,7.417,3.0,6.6,roster,0,46.0,40.0,0.4144,27.27,2.8924,0.4,0.6061,2.875,34.32,2.6,0.0,10.35,11.125
2020-07-01 05:00:00,5,17,17,0.0,1.0,15.0,1.0,0.0,1.0,3,3,5,0,5,0,14.45,363.0,85.0,501.0,8.417,3.0,6.6,roster,0,51.0,42.5,0.4857,32.45,2.6386,0.425,0.4545,3.0,36.46,4.34,0.0,11.65,12.525
2020-07-01 06:00:00,6,18,18,0.0,1.0,16.0,1.0,0.0,1.0,1,1,5,0,5,0,15.45,423.0,145.0,561.0,9.417,3.0,6.6,roster,0,54.0,45.0,0.5143,35.99,1.8045,0.45,0.1515,3.0,38.61,4.34,0.0,13.04,14.025
2020-07-01 07:00:00,7,18,18,0.0,1.0,16.0,1.0,0.0,1.0,1,1,5,0,5,0,16.45,483.0,205.0,621.0,10.417,3.0,6.6,roster,0,54.0,45.0,0.5143,37.39,1.8045,0.45,0.1515,3.0,38.61,4.34,0.0,14.44,15.525
2020-07-01 08:00:00,8,13,13,0.0,1.0,12.0,0.0,0.0,1.0,3,2,4,0,4,0,12.65,473.0,265.0,685.0,11.417,3.0,7.73,roster,0,40.0,32.5,0.3704,27.28,1.7961,0.325,0.2587,3.0769,27.88,3.47,0.0,15.93,17.125
2020-07-01 09:00:00,9,15,15,0.0,1.0,13.0,1.0,0.0,1.0,6,6,3,0,3,0,12.35,325.0,68.0,741.0,12.35,3.0,7.73,roster,0,45.0,37.5,0.4054,32.01,3.4536,0.375,0.7762,3.0,32.17,2.6,0.0,17.23,18.525
