ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2022-02-01 00:00:00,0,17,17,0.0,3.0,14.0,0.0,0.0,1.0,5,5,7,0,7,0,5.5,218.0,124.0,251.0,5.5,3.0,7.31,roster,0,54.0,42.5,0.5455,28.38,3.5227,0.425,0.684,3.1765,36.46,6.08,0.0,5.84,6.275
2022-02-01 01:00:00,1,17,17,0.0,3.0,14.0,0.0,0.0,1.0,6,6,7,0,7,0,6.5,201.0,139.0,284.0,6.5,3.0,7.31,roster,0,54.0,42.5,0.5455,29.15,3.9572,0.425,0.8208,3.1765,36.46,6.08,0.0,6.6,7.1
2022-02-01 02:00:00,2,19,19,0.0,3.0,16.0,0.0,0.0,1.0,6,4,9,0,9,0,7.5,244.0,151.0,338.0,7.5,3.0,7.31,roster,0,60.0,47.5,0.6452,36.43,3.228,0.475,0.5472,3.1579,40.75,7.81,0.0,7.86,8.45
2022-02-01 03:00:00,3,23,23,0.0,3.0,20.0,0.0,0.0,1.0,5,5,10,0,10,0,8.5,281.5,172.0,398.0,8.5,3.0,7.31,roster,0,72.0,57.5,0.8,47.27,3.9412,0.575,0.684,3.1304,49.33,8.68,0.0,9.25,9.95
2022-02-01 04:00:00,4,18,18,0.0,4.0,14.0,0.0,0.0,1.0,1,1,9,0,9,0,9.5,364.0,232.0,458.0,9.5,3.0,7.31,roster,0,58.0,45.0,0.6237,37.07,1.8908,0.45,0.1368,3.2222,38.61,7.81,0.0,10.65,11.45
2022-02-01 05:00:00,5,17,17,1.0,4.0,12.0,0.0,0.0,1.0,1,1,9,0,9,0,10.5,424.0,276.0,518.0,10.5,3.0,7.31,roster,0,57.0,42.5,0.6129,36.32,1.8837,0.425,0.1368,3.3529,36.46,7.81,0.0,12.04,12.95
2022-02-01 06:00:00,6,20,20,1.0,6.0,13.0,0.0,0.0,1.0,7,7,10,0,10,0,11.5,437.5,220.0,578.0,11.5,3.0,7.31,roster,0,68.0,50.0,0.7556,45.02,4.9558,0.5,0.9576,3.4,42.9,8.68,0.0,13.44,14.45
2022-02-01 07:00:00,7,20,20,2.0,5.0,13.0,0.0,0.0,1.0,3,3,12,1,13,1,12.5,396.0,147.0,561.0,12.5,3.0,7.31,roster,0,69.0,50.0,0.8519,60.63,3.1409,0.5,0.4104,3.45,42.9,11.29,13.4,13.04,14.025
2022-02-01 08:00:00,8,27,27,3.0,4.0,19.0,1.0,0.0,1.0,10,10,13,0,13,0,13.5,456.0,207.0,621.0,13.5,3.0,6.57,roster,0,90.0,67.5,1.1111,63.64,7.3236,0.675,1.5221,3.3333,57.92,11.29,0.0,14.44,15.525
2022-02-01 09:00:00,9,23,23,4.0,3.0,14.0,1.0,1.0,1.0,8,7,10,0,10,0,12.733,421.5,182.0,664.0,12.733,3.0,6.57,roster,0,77.0,57.5,0.8556,53.46,5.4919,0.575,1.0654,3.3478,49.33,8.68,0.0,15.44,16.6
2022-02-01 10:00:00,10,27,27,2.0,3.0,14.0,6.0,2.0,1.0,14,12,7,1,8,1,13.733,236.5,169.0,818.0,13.733,4.0,9.82,roster,0,78.0,67.5,0.6094,77.28,5.4802,0.675,1.222,2.8889,57.92,6.95,13.4,19.02,20.45
2022-02-01 11:00:00,11,28,28,2.0,5.0,16.0,5.0,0.0,1.0,12,12,7,1,8,1,14.633,184.5,130.0,636.0,14.633,4.0,9.82,roster,0,88.0,70.0,0.6875,75.19,6.0406,0.7,1.222,3.1429,60.06,6.95,13.4,14.79,15.9
2022-02-01 12:00:00,12,33,33,1.0,6.0,16.0,10.0,0.0,1.0,11,11,11,1,12,1,15.633,126.5,83.0,289.0,15.633,4.0,9.82,roster,0,97.0,82.5,0.8661,81.32,5.7176,0.825,1.1202,2.9394,70.78,10.42,13.4,6.72,7.225
2022-02-01 13:00:00,13,33,33,2.0,7.0,15.0,9.0,0.0,1.0,8,6,11,2,13,2,13.733,159.0,135.0,250.0,12.6,4.0,9.82,roster,0,101.0,82.5,0.9352,94.69,4.395,0.825,0.611,3.0606,70.78,11.29,26.8,5.81,6.25
2022-02-01 14:00:00,14,37,37,1.0,6.0,15.0,14.0,1.0,1.0,15,13,8,2,10,2,13.6,197.0,177.0,244.0,13.6,4.0,9.82,roster,0,103.0,92.5,0.8583,100.52,6.2603,0.925,1.3238,2.7838,79.36,8.68,26.8,5.67,6.1
2022-02-01 15:00:00,15,32,32,0.0,7.0,13.0,10.0,2.0,1.0,8,7,7,1,8,1,14.6,257.0,252.0,304.0,14.6,4.0,9.82,roster,0,89.0,80.0,0.6953,76.05,4.2076,0.8,0.7128,2.7812,68.64,6.95,13.4,7.07,7.6
2022-02-01 16:00:00,16,40,40,0.0,5.0,17.0,15.0,3.0,1.0,18,15,6,1,7,1,15.6,312.0,274.0,364.0,15.6,4.0,9.82,roster,0,104.0,100.0,0.7879,93.74,6.5715,1.0,1.5275,2.6,85.8,6.08,13.4,8.46,9.1
2022-02-01 17:00:00,17,33,33,1.0,3.0,17.0,12.0,0.0,1.0,7,7,8,0,8,0,7.883,249.0,96.0,379.0,7.067,4.0,9.82,roster,0,92.0,82.5,0.7188,66.54,4.2873,0.825,0.7128,2.7879,70.78,6.95,0.0,8.81,9.475
2022-02-01 18:00:00,18,35,35,1.0,3.0,22.0,9.0,0.0,1.0,11,9,8,1,9,1,8.883,156.0,120.0,394.0,8.067,4.0,9.82,roster,0,101.0,87.5,0.8145,85.45,5.1697,0.875,0.9165,2.8857,75.08,7.81,13.4,9.16,9.85
2022-02-01 19:00:00,19,37,37,1.0,2.0,22.0,10.0,2.0,1.0,10,9,8,1,9,1,9.883,180.0,131.0,216.0,9.067,4.0,9.82,roster,0,101.0,92.5,0.8145,85.6,5.0268,0.925,0.9165,2.7297,79.36,7.81,13.4,5.02,5.4
2022-02-01 20:00:00,20,33,33,1.0,3.0,17.0,11.0,1.0,1.0,11,11,4,1,5,1,10.883,191.0,154.0,206.0,4.0,4.0,10.56,roster,0,91.0,82.5,0.65,73.32,5.1475,0.825,1.0417,2.7576,70.78,4.34,13.4,4.79,5.15
2022-02-01 21:00:00,21,34,34,0.0,3.0,19.0,11.0,1.0,1.0,14,12,4,1,5,1,11.883,214.0,163.0,266.0,5.0,4.0,10.56,roster,0,92.0,85.0,0.6571,76.86,5.3749,0.85,1.1364,2.7059,72.93,4.34,13.4,6.18,6.65
2022-02-01 22:00:00,22,29,29,1.0,2.0,19.0,7.0,0.0,1.0,8,7,5,1,6,1,12.883,248.5,141.0,326.0,6.0,3.0,7.31,roster,0,84.0,72.5,0.8235,68.39,4.8737,0.725,0.9576,2.8966,62.2,5.21,13.4,7.58,8.15
2022-02-01 23:00:00,23,25,25,0.0,2.0,18.0,5.0,0.0,1.0,8,6,5,0,5,0,13.417,201.0,124.0,283.0,5.567,3.0,7.31,roster,0,72.0,62.5,0.6857,44.55,4.1639,0.625,0.8208,2.88,53.62,4.34,0.0,6.58,7.075
2022-02-02 00:00:00,0,20,20,0.0,1.0,14.0,5.0,0.0,1.0,7,6,4,0,4,0,6.567,302.0,261.0,394.0,6.567,3.0,7.31,roster,0,56.0,50.0,0.5185,35.53,3.6982,0.5,0.8208,2.8,42.9,3.47,0.0,9.16,9.85
2022-02-02 01:00:00,1,21,21,0.0,2.0,14.0,5.0,0.0,1.0,6,5,4,0,4,0,7.567,362.0,321.0,454.0,7.567,3.0,7.31,roster,0,60.0,52.5,0.5556,39.07,3.4543,0.525,0.684,2.8571,45.04,3.47,0.0,10.56,11.35
2022-02-02 02:00:00,2,18,18,0.0,2.0,12.0,4.0,0.0,1.0,0,0,4,0,4,0,8.567,321.0,179.0,514.0,8.567,3.0,7.31,roster,0,52.0,45.0,0.4815,34.03,1.3,0.45,0.0,2.8889,38.61,3.47,0.0,11.95,12.85
2022-02-02 03:00:00,3,20,20,0.0,3.0,13.0,4.0,0.0,1.0,2,2,4,0,4,0,9.567,381.0,239.0,574.0,9.567,3.0,7.31,roster,0,59.0,50.0,0.5463,39.72,2.2821,0.5,0.2736,2.95,42.9,3.47,0.0,13.35,14.35
2022-02-02 04:00:00,4,21,21,0.0,3.0,14.0,4.0,0.0,1.0,3,3,4,1,5,1,10.567,299.0,200.0,583.0,10.567,3.0,7.31,roster,0,62.0,52.5,0.5905,56.34,2.7616,0.525,0.4104,2.9524,45.04,4.34,13.4,13.55,14.575
2022-02-02 05:00:00,5,20,20,0.0,3.0,13.0,4.0,0.0,1.0,1,1,5,1,6,1,11.567,309.5,125.0,643.0,11.567,3.0,7.31,roster,0,59.0,50.0,0.5784,56.46,1.8786,0.5,0.1368,2.95,42.9,5.21,13.4,14.95,16.075
2022-02-02 06:00:00,6,18,18,0.0,1.0,12.0,5.0,0.0,1.0,1,1,5,0,5,0,12.567,419.0,320.0,703.0,12.567,3.0,7.31,roster,0,50.0,45.0,0.4762,39.3,1.63,0.45,0.1368,2.7778,38.61,4.34,0.0,16.34,17.575
2022-02-02 07:00:00,7,18,18,0.0,1.0,13.0,4.0,0.0,1.0,3,3,5,0,5,0,13.567,479.0,380.0,763.0,13.567,3.0,7.31,roster,0,51.0,45.0,0.4857,40.69,2.4378,0.45,0.4104,2.8333,38.61,4.34,0.0,17.74,19.075
2022-02-02 08:00:00,8,26,26,0.0,1.0,19.0,5.0,1.0,1.0,8,8,6,0,6,0,14.567,489.5,291.0,823.0,14.567,3.0,6.13,roster,0,72.0,65.0,0.7059,60.11,5.414,0.65,1.3051,2.7692,55.77,5.21,0.0,19.13,20.575
2022-02-02 09:00:00,9,25,25,0.0,2.0,20.0,3.0,0.0,1.0,8,8,4,0,4,0,15.567,241.0,131.0,934.0,15.567,3.0,6.13,roster,0,74.0,62.5,0.6852,58.81,5.713,0.625,1.3051,2.96,53.62,3.47,0.0,21.72,23.35
2022-02-02 10:00:00,10,19,19,0.0,1.0,15.0,3.0,0.0,1.0,10,5,3,1,4,1,16.567,174.0,157.0,994.0,16.567,4.0,9.45,roster,0,55.0,47.5,0.3819,60.74,2.9066,0.475,0.5291,2.8947,40.75,3.47,13.4,23.11,24.85
2022-02-02 11:00:00,11,26,26,0.0,3.0,18.0,4.0,1.0,1.0,18,16,0,0,0,0,12.183,0.0,,,,4.0,9.45,roster,0,75.0,65.0,0.4688,35.77,6.759,0.65,1.6931,2.8846,55.77,0.0,0.0,0.0,0.0
2022-02-02 12:00:00,12,22,22,0.0,3.0,15.0,4.0,0.0,1.0,5,3,3,1,4,1,13.183,84.5,82.0,92.0,1.533,4.0,9.45,roster,0,65.0,55.0,0.4514,46.2,2.563,0.55,0.3175,2.9545,47.19,3.47,13.4,2.14,2.3
2022-02-02 13:00:00,13,23,23,0.0,5.0,14.0,4.0,0.0,1.0,10,8,3,1,4,1,14.183,144.5,142.0,152.0,2.533,4.0,9.45,roster,0,70.0,57.5,0.4861,49.74,4.3265,0.575,0.8466,3.0435,49.33,3.47,13.4,3.53,3.8
2022-02-02 14:00:00,14,27,27,1.0,2.0,22.0,2.0,0.0,1.0,14,13,1,1,2,1,15.183,163.5,115.0,212.0,3.533,4.0,9.45,roster,0,83.0,67.5,0.5461,57.98,6.3039,0.675,1.3757,3.0741,57.92,1.74,13.4,4.93,5.3
