ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2024-02-01 00:00:00,0,36,36,1.0,5.0,25.0,5.0,0.0,1.0,2,2,21,2,23,2,31.7,337.0,160.0,506.0,31.7,3.0,6.67,roster,0,110.0,90.0,2.1569,115.76,3.6662,0.9,0.2999,3.0556,77.22,19.97,26.8,11.76,12.65
2024-02-01 01:00:00,1,34,34,1.0,5.0,24.0,4.0,0.0,1.0,3,2,22,2,24,2,32.7,390.5,220.0,566.0,32.7,3.0,6.67,roster,0,105.0,85.0,2.1875,113.73,3.551,0.85,0.2999,3.0882,72.93,20.84,26.8,13.16,14.15
2024-02-01 02:00:00,2,34,34,1.0,5.0,25.0,3.0,0.0,1.0,3,3,22,2,24,2,33.7,450.5,280.0,626.0,33.7,3.0,6.67,roster,0,106.0,85.0,2.2083,115.12,4.0522,0.85,0.4498,3.1176,72.93,20.84,26.8,14.55,15.65
2024-02-01 03:00:00,3,36,36,2.0,5.0,26.0,3.0,0.0,1.0,9,6,23,2,25,2,34.7,504.0,297.0,672.0,34.7,3.0,6.67,roster,0,114.0,90.0,2.5333,121.35,5.6986,0.9,0.8996,3.1667,77.22,21.71,26.8,15.62,16.8
2024-02-01 04:00:00,4,34,34,2.0,5.0,24.0,3.0,0.0,1.0,3,2,23,3,26,3,35.7,562.0,340.0,732.0,35.7,3.0,6.67,roster,0,108.0,85.0,2.5714,132.72,3.6525,0.85,0.2999,3.1765,72.93,22.58,40.2,17.02,18.3
2024-02-01 05:00:00,5,35,35,2.0,5.0,25.0,3.0,0.0,1.0,5,4,23,3,26,3,36.7,622.0,382.0,792.0,36.7,3.0,6.67,roster,0,111.0,87.5,2.6429,136.26,4.6769,0.875,0.5997,3.1714,75.08,22.58,40.2,18.41,19.8
2024-02-01 06:00:00,6,36,36,2.0,5.0,26.0,3.0,0.0,1.0,3,3,24,3,27,3,37.7,680.0,423.0,852.0,37.7,3.0,6.67,roster,0,114.0,90.0,2.9231,140.67,4.2743,0.9,0.4498,3.1667,77.22,23.44,40.2,19.81,21.3
2024-02-01 07:00:00,7,39,39,2.0,6.0,27.0,4.0,0.0,1.0,6,7,24,3,27,3,38.7,735.0,457.0,912.0,38.7,3.0,6.67,roster,0,123.0,97.5,3.1538,148.5,6.3849,0.975,1.0495,3.1538,83.66,23.44,40.2,21.2,22.8
2024-02-01 08:00:00,8,37,37,1.0,8.0,25.0,3.0,0.0,1.0,5,5,24,2,26,2,39.7,797.5,543.0,972.0,39.7,3.0,6.58,roster,0,118.0,92.5,2.8095,131.34,5.3734,0.925,0.7599,3.1892,79.36,22.58,26.8,22.6,24.3
2024-02-01 09:00:00,9,35,35,1.0,8.0,22.0,4.0,0.0,1.0,2,2,21,3,24,3,40.7,857.5,603.0,1032.0,40.7,3.0,6.58,roster,0,111.0,87.5,2.3125,140.11,3.739,0.875,0.304,3.1714,75.08,20.84,40.2,23.99,25.8
2024-02-01 10:00:00,10,31,31,1.0,7.0,19.0,4.0,0.0,1.0,3,3,17,3,20,3,41.7,917.5,637.0,1092.0,41.7,4.0,9.67,roster,0,98.0,77.5,1.225,129.45,3.4308,0.775,0.3102,3.1613,66.5,17.37,40.2,25.39,27.3
2024-02-01 11:00:00,11,30,30,0.0,6.0,20.0,4.0,0.0,1.0,7,5,15,3,18,3,42.7,790.0,496.0,1101.0,42.7,4.0,9.67,roster,0,92.0,75.0,1.0455,125.78,3.8857,0.75,0.5171,3.0667,64.35,15.63,40.2,25.6,27.525
2024-02-01 12:00:00,12,27,27,0.0,6.0,18.0,3.0,0.0,1.0,7,5,14,3,17,3,43.7,880.0,334.0,1161.0,43.7,4.0,9.67,roster,0,84.0,67.5,0.913,119.87,3.7086,0.675,0.5171,3.1111,57.92,14.76,40.2,26.99,29.025
2024-02-01 13:00:00,13,26,26,0.0,6.0,17.0,3.0,0.0,1.0,4,4,15,2,17,2,44.7,880.0,329.0,1221.0,44.7,4.0,9.67,roster,0,81.0,65.0,0.8804,105.72,3.3137,0.65,0.4137,3.1154,55.77,14.76,26.8,28.39,30.525
2024-02-01 14:00:00,14,35,35,1.0,5.0,25.0,4.0,0.0,1.0,13,13,12,2,14,2,45.7,908.5,285.0,1281.0,45.7,4.0,9.67,roster,0,108.0,87.5,1.0385,123.81,6.8483,0.875,1.3444,3.0857,75.08,12.16,26.8,29.78,32.025
2024-02-01 15:00:00,15,27,27,1.0,3.0,21.0,2.0,0.0,1.0,1,1,9,4,13,4,46.55,248.0,116.0,937.0,46.55,4.0,9.67,roster,0,84.0,67.5,0.7778,124.59,2.4217,0.675,0.1034,3.1111,57.92,11.29,53.6,21.79,23.425
2024-02-01 16:00:00,16,26,26,0.0,3.0,22.0,1.0,0.0,1.0,9,8,4,3,7,3,47.55,308.0,173.0,1850.0,47.55,4.0,9.67,roster,0,80.0,65.0,0.6061,125.06,4.5455,0.65,0.8273,3.0769,55.77,6.08,40.2,43.01,46.25
2024-02-01 17:00:00,17,28,28,0.0,3.0,23.0,1.0,1.0,1.0,6,7,6,3,9,3,48.55,341.0,210.0,1180.0,48.55,4.0,9.67,roster,0,84.0,70.0,0.6774,115.51,4.2717,0.7,0.7239,3.0,60.06,7.81,40.2,27.44,29.5
