ts,hour,total,census,l1,l2,l3,l4,l5,tri_coverage,arrivals,arrival_present_1h,waitBed,waitICU,D_board,resus,maxLOS_h,awt_curr_min,board_q1_min,board_q3_min,board_max_h,Na,cap_sum,cap_source,src_gap,acuity,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR,NEDOCS_t_total,NEDOCS_t_board,NEDOCS_t_resus,NEDOCS_t_longest_admit,NEDOCS_E_h
2022-01-01 00:00:00,0,15,15,1.0,1.0,12.0,1.0,0.0,1.0,8,8,3,0,3,0,8.083,215.0,60.0,485.0,8.083,3.0,7.88,roster,0,47.0,37.5,0.4234,26.06,4.356,0.375,1.0152,3.1333,32.17,2.6,0.0,11.28,12.125
2022-01-01 01:00:00,1,14,14,1.0,2.0,10.0,1.0,0.0,1.0,3,3,4,1,5,1,9.083,120.0,97.0,275.0,9.083,3.0,7.88,roster,0,45.0,35.0,0.4286,34.17,2.3487,0.35,0.3807,3.2143,30.03,4.34,13.4,6.39,6.875
2022-01-01 02:00:00,2,13,13,0.0,2.0,8.0,3.0,0.0,1.0,2,2,6,0,6,0,10.083,166.0,111.0,335.0,10.083,3.0,7.88,roster,0,38.0,32.5,0.3725,20.88,1.6919,0.325,0.2538,2.9231,27.88,5.21,0.0,7.79,8.375
2022-01-01 03:00:00,3,13,13,1.0,1.0,10.0,1.0,0.0,1.0,6,6,5,0,5,0,11.083,240.0,212.0,395.0,11.083,3.0,7.88,roster,0,41.0,32.5,0.3905,21.41,3.4264,0.325,0.7614,3.1538,27.88,4.34,0.0,9.18,9.875
2022-01-01 04:00:00,4,16,16,1.0,1.0,13.0,1.0,0.0,1.0,5,5,6,1,7,1,12.083,272.0,118.0,455.0,12.083,3.0,7.88,roster,0,50.0,40.0,0.5051,44.38,3.2329,0.4,0.6345,3.125,34.32,6.08,13.4,10.58,11.375
2022-01-01 05:00:00,5,15,15,0.0,1.0,13.0,1.0,0.0,1.0,1,1,7,0,7,0,13.083,332.0,178.0,515.0,13.083,3.0,7.88,roster,0,45.0,37.5,0.4545,30.23,1.5057,0.375,0.1269,3.0,32.17,6.08,0.0,11.97,12.875
2022-01-01 06:00:00,6,16,16,0.0,1.0,14.0,1.0,0.0,1.0,3,3,7,0,7,0,14.083,392.0,238.0,575.0,14.083,3.0,7.88,roster,0,48.0,40.0,0.4848,33.77,2.3421,0.4,0.3807,3.0,34.32,6.08,0.0,13.37,14.375
2022-01-01 07:00:00,7,18,18,0.0,1.0,16.0,1.0,0.0,1.0,2,3,9,0,9,0,15.083,411.0,229.0,480.0,15.083,3.0,7.88,roster,0,54.0,45.0,0.5806,37.58,2.4921,0.45,0.3807,3.0,38.61,7.81,0.0,11.16,12.0
2022-01-01 08:00:00,8,26,26,0.0,3.0,21.0,2.0,0.0,1.0,11,11,10,0,10,0,16.083,414.5,172.0,540.0,16.083,3.0,6.13,roster,0,79.0,65.0,0.8778,57.01,7.4274,0.65,1.7945,3.0385,55.77,8.68,0.0,12.56,13.5
2022-01-01 09:00:00,9,21,21,0.0,3.0,16.0,0.0,2.0,1.0,6,5,7,2,9,2,17.083,209.0,84.0,349.0,17.083,3.0,6.13,roster,0,62.0,52.5,0.6667,67.77,3.9581,0.525,0.8157,2.9524,45.04,7.81,26.8,8.11,8.725
2022-01-01 10:00:00,10,19,19,0.0,5.0,12.0,0.0,2.0,1.0,20,9,3,1,4,1,10.683,223.0,154.0,409.0,6.817,4.0,9.83,roster,0,58.0,47.5,0.4028,47.14,4.2449,0.475,0.9156,3.0526,40.75,3.47,13.4,9.51,10.225
2022-01-01 11:00:00,11,18,18,0.0,4.0,14.0,0.0,0.0,1.0,15,6,3,0,3,0,11.683,214.0,75.0,352.0,5.867,4.0,9.83,roster,0,58.0,45.0,0.3919,29.4,3.4168,0.45,0.6104,3.2222,38.61,2.6,0.0,8.18,8.8
2022-01-01 12:00:00,12,20,20,0.0,4.0,15.0,1.0,0.0,1.0,7,7,2,0,2,0,12.683,204.5,135.0,274.0,4.567,4.0,9.83,roster,0,63.0,50.0,0.4145,31.01,3.8181,0.5,0.7121,3.15,42.9,1.74,0.0,6.37,6.85
2022-01-01 13:00:00,13,18,18,0.0,3.0,15.0,0.0,0.0,1.0,7,5,4,0,4,0,13.683,153.5,112.0,334.0,5.567,4.0,9.83,roster,0,57.0,45.0,0.3958,29.85,3.0357,0.45,0.5086,3.1667,38.61,3.47,0.0,7.77,8.35
2022-01-01 14:00:00,14,25,25,1.0,2.0,21.0,0.0,1.0,1.0,13,10,2,0,2,0,14.683,283.0,172.0,394.0,6.567,4.0,9.83,roster,0,77.0,62.5,0.5066,44.52,5.0583,0.625,1.0173,3.08,53.62,1.74,0.0,9.16,9.85
2022-01-01 15:00:00,15,17,17,0.0,2.0,14.0,0.0,1.0,1.0,16,8,3,0,3,0,7.567,97.0,82.0,454.0,7.567,4.0,9.83,roster,0,51.0,42.5,0.3446,29.63,3.7165,0.425,0.8138,3.0,36.46,2.6,0.0,10.56,11.35
2022-01-01 16:00:00,16,12,12,0.0,1.0,10.0,0.0,1.0,1.0,4,4,3,0,3,0,8.567,157.0,69.0,514.0,8.567,4.0,9.83,roster,0,35.0,30.0,0.2365,20.3,2.0618,0.3,0.4069,2.9167,25.74,2.6,0.0,11.95,12.85
2022-01-01 17:00:00,17,16,16,0.0,3.0,12.0,1.0,0.0,1.0,10,10,2,0,2,0,9.567,330.5,87.0,574.0,9.567,4.0,9.83,roster,0,50.0,40.0,0.3289,29.4,4.429,0.4,1.0173,3.125,34.32,1.74,0.0,13.35,14.35
2022-01-01 18:00:00,18,14,14,0.0,4.0,10.0,0.0,0.0,1.0,4,3,2,1,3,1,6.967,104.0,80.0,147.0,2.45,4.0,9.83,roster,0,46.0,35.0,0.3108,29.45,2.1528,0.35,0.3052,3.2857,30.03,2.6,13.4,3.42,3.675
2022-01-01 19:00:00,19,14,14,0.0,4.0,10.0,0.0,0.0,1.0,6,5,1,1,2,1,7.967,112.5,85.0,140.0,2.333,4.0,9.83,roster,0,46.0,35.0,0.3026,28.42,2.8213,0.35,0.5086,3.2857,30.03,1.74,13.4,3.26,3.5
2022-01-01 20:00:00,20,17,17,2.0,5.0,10.0,0.0,0.0,1.0,10,9,3,1,4,1,3.833,113.0,108.0,200.0,3.333,4.0,10.5,roster,0,60.0,42.5,0.4167,37.99,4.5252,0.425,0.8571,3.5294,36.46,3.47,13.4,4.65,5.0
2022-01-01 21:00:00,21,18,18,2.0,3.0,12.0,1.0,0.0,1.0,8,6,5,1,6,1,4.833,93.0,72.0,166.0,2.967,4.0,10.5,roster,0,60.0,45.0,0.4412,41.08,3.4048,0.45,0.5714,3.3333,38.61,5.21,13.4,3.86,4.15
2022-01-01 22:00:00,22,20,20,1.0,3.0,14.0,2.0,0.0,1.0,10,7,5,1,6,1,5.167,141.0,122.0,156.0,3.967,3.0,6.8,roster,0,63.0,50.0,0.6176,45.14,4.8176,0.5,1.0294,3.15,42.9,5.21,13.4,3.63,3.9
2022-01-01 23:00:00,23,19,19,1.0,3.0,12.0,3.0,0.0,1.0,6,6,3,1,4,1,6.167,126.0,70.0,192.0,3.2,3.0,6.8,roster,0,59.0,47.5,0.5463,42.09,4.2149,0.475,0.8824,3.1053,40.75,3.47,13.4,4.46,4.8
2022-01-02 00:00:00,0,20,20,1.0,2.0,16.0,1.0,0.0,1.0,10,9,5,2,7,2,4.2,126.0,99.0,242.0,4.2,3.0,6.8,roster,0,63.0,50.0,0.6364,61.4,5.7441,0.5,1.3235,3.15,42.9,6.08,26.8,5.63,6.05
2022-01-02 01:00:00,1,23,23,1.0,2.0,17.0,3.0,0.0,1.0,9,7,7,1,8,1,5.2,163.0,124.0,302.0,5.2,3.0,6.8,roster,0,70.0,57.5,0.7292,56.7,4.883,0.575,1.0294,3.0435,49.33,6.95,13.4,7.02,7.55
2022-01-02 02:00:00,2,23,23,0.0,2.0,20.0,1.0,0.0,1.0,5,5,8,0,8,0,6.2,223.0,150.0,362.0,6.2,3.0,6.8,roster,0,70.0,57.5,0.7292,44.7,3.9879,0.575,0.7353,3.0435,49.33,6.95,0.0,8.42,9.05
2022-01-02 03:00:00,3,20,20,0.0,3.0,16.0,1.0,0.0,1.0,3,3,9,0,9,0,7.2,279.0,206.0,310.0,7.2,3.0,6.8,roster,0,62.0,50.0,0.6667,37.92,2.9176,0.5,0.4412,3.1,42.9,7.81,0.0,7.21,7.75
2022-01-02 04:00:00,4,20,20,0.0,3.0,16.0,1.0,0.0,1.0,3,3,9,1,10,1,8.2,304.5,194.0,370.0,8.2,3.0,6.8,roster,0,62.0,50.0,0.6889,53.59,2.9176,0.5,0.4412,3.1,42.9,8.68,13.4,8.6,9.25
2022-01-02 05:00:00,5,19,19,0.0,4.0,14.0,1.0,0.0,1.0,1,1,10,1,11,1,9.2,330.0,219.0,430.0,9.2,3.0,6.8,roster,0,60.0,47.5,0.6897,53.7,1.9644,0.475,0.1471,3.1579,40.75,9.55,13.4,10.0,10.75
2022-01-02 06:00:00,6,20,20,1.0,3.0,14.0,2.0,0.0,1.0,3,2,11,0,11,0,10.2,390.0,279.0,490.0,10.2,3.0,6.8,roster,0,63.0,50.0,0.7241,43.84,2.5015,0.5,0.2941,3.15,42.9,9.55,0.0,11.39,12.25
2022-01-02 07:00:00,7,17,17,1.0,3.0,11.0,1.0,1.0,1.0,2,2,12,0,12,0,11.2,448.0,339.0,550.0,11.2,3.0,6.8,roster,0,53.0,42.5,0.631,39.67,2.242,0.425,0.2941,3.1176,36.46,10.42,0.0,12.79,13.75
2022-01-02 08:00:00,8,18,18,1.0,3.0,12.0,1.0,1.0,1.0,3,3,12,0,12,0,12.2,508.0,399.0,610.0,12.2,3.0,6.66,roster,0,56.0,45.0,0.6667,43.21,2.8014,0.45,0.4505,3.1111,38.61,10.42,0.0,14.18,15.25
2022-01-02 09:00:00,9,13,13,0.0,1.0,9.0,1.0,2.0,1.0,6,6,3,1,4,1,13.2,553.0,459.0,792.0,13.2,3.0,6.66,roster,0,35.0,32.5,0.3241,43.17,3.3005,0.325,0.9009,2.6923,27.88,3.47,13.4,18.41,19.8
2022-01-02 10:00:00,10,14,14,0.0,1.0,8.0,2.0,3.0,1.0,15,6,2,0,2,0,14.2,456.5,61.0,852.0,14.2,4.0,9.91,roster,0,35.0,35.0,0.2303,31.58,2.3886,0.35,0.6054,2.5,30.03,1.74,0.0,19.81,21.3
2022-01-02 11:00:00,11,16,16,1.0,3.0,10.0,1.0,1.0,1.0,13,10,3,0,3,0,15.2,121.0,69.0,912.0,15.2,4.0,9.91,roster,0,50.0,40.0,0.3378,38.13,4.4034,0.4,1.0091,3.125,34.32,2.6,0.0,21.2,22.8
2022-01-02 12:00:00,12,20,20,1.0,4.0,13.0,2.0,0.0,1.0,9,9,4,1,5,1,16.2,89.0,75.0,102.0,16.2,4.0,9.91,roster,0,64.0,50.0,0.4571,43.01,4.5062,0.5,0.9082,3.2,42.9,4.34,13.4,2.37,2.55
2022-01-02 13:00:00,13,23,23,2.0,3.0,18.0,0.0,0.0,1.0,12,11,3,1,4,1,2.7,142.0,135.0,162.0,2.7,4.0,9.91,roster,0,76.0,57.5,0.5278,49.97,5.5678,0.575,1.11,3.3043,49.33,3.47,13.4,3.77,4.05
2022-01-02 14:00:00,14,25,25,2.0,3.0,20.0,0.0,0.0,1.0,7,6,6,2,8,2,3.7,143.0,84.0,209.0,3.7,4.0,9.91,roster,0,82.0,62.5,0.6406,72.23,4.0359,0.625,0.6054,3.28,53.62,6.95,26.8,4.86,5.225
2022-01-02 15:00:00,15,27,27,0.0,4.0,22.0,0.0,1.0,1.0,11,11,3,1,4,1,4.7,203.0,159.0,282.0,4.7,4.0,9.91,roster,0,83.0,67.5,0.5764,61.34,5.4872,0.675,1.11,3.0741,57.92,3.47,13.4,6.56,7.05
2022-01-02 16:00:00,16,27,27,0.0,3.0,22.0,2.0,0.0,1.0,11,8,4,0,4,0,5.4,137.5,88.0,307.0,5.117,4.0,9.91,roster,0,82.0,67.5,0.5694,48.53,4.5017,0.675,0.8073,3.037,57.92,3.47,0.0,7.14,7.675
2022-01-02 17:00:00,17,19,19,0.0,2.0,14.0,3.0,0.0,1.0,6,6,6,0,6,0,6.117,142.0,64.0,247.0,6.117,4.0,9.91,roster,0,56.0,47.5,0.4118,31.71,3.1845,0.475,0.6054,2.9474,40.75,5.21,0.0,5.74,6.175
